,Date,Close
118,2021-04-09,555.309998
119,2021-04-12,552.780029
120,2021-04-13,553.72998
121,2021-04-14,540.02002
122,2021-04-15,549.219971
123,2021-04-16,546.539978
124,2021-04-19,554.440002
125,2021-04-20,549.570007
126,2021-04-21,508.899994
127,2021-04-22,508.779999
128,2021-04-23,505.549988
129,2021-04-26,510.299988
130,2021-04-27,505.549988
131,2021-04-28,506.519989
132,2021-04-29,509.0
133,2021-04-30,513.469971
134,2021-05-03,509.109985
135,2021-05-04,503.179993
136,2021-05-05,496.079987
137,2021-05-06,499.549988
138,2021-05-07,503.839996
139,2021-05-10,486.690002
140,2021-05-11,495.079987
141,2021-05-12,484.980011
142,2021-05-13,486.660004
143,2021-05-14,493.369995
144,2021-05-17,488.940002
145,2021-05-18,486.279999
146,2021-05-19,487.700012
147,2021-05-20,501.670013
148,2021-05-21,497.890015
149,2021-05-24,502.899994
150,2021-05-25,501.339996
151,2021-05-26,502.359985
152,2021-05-27,503.859985
153,2021-05-28,502.809998
154,2021-06-01,499.079987
155,2021-06-02,499.23999
156,2021-06-03,489.429993
157,2021-06-04,494.73999
158,2021-06-07,494.660004
159,2021-06-08,492.390015
160,2021-06-09,485.809998
161,2021-06-10,487.269989
162,2021-06-11,488.769989
163,2021-06-14,499.890015
164,2021-06-15,491.899994
165,2021-06-16,492.410004
166,2021-06-17,498.339996
167,2021-06-18,500.769989
168,2021-06-21,497.0
169,2021-06-22,508.820007
170,2021-06-23,512.73999
171,2021-06-24,518.059998
172,2021-06-25,527.070007
173,2021-06-28,533.030029
174,2021-06-29,533.5
175,2021-06-30,528.210022
176,2021-07-01,533.539978
177,2021-07-02,533.97998
178,2021-07-06,541.640015
179,2021-07-07,535.960022
180,2021-07-08,530.76001
181,2021-07-09,535.97998
182,2021-07-12,537.309998
183,2021-07-13,540.679993
184,2021-07-14,547.950012
185,2021-07-15,542.950012
186,2021-07-16,530.309998
187,2021-07-19,532.280029
188,2021-07-20,531.049988
189,2021-07-21,513.630005
190,2021-07-22,511.769989
191,2021-07-23,515.409973
192,2021-07-26,516.48999
193,2021-07-27,518.909973
194,2021-07-28,519.299988
195,2021-07-29,514.25
196,2021-07-30,517.570007
197,2021-08-02,515.150024
198,2021-08-03,510.820007
199,2021-08-04,517.349976
200,2021-08-05,524.890015
201,2021-08-06,520.549988
202,2021-08-09,519.969971
203,2021-08-10,515.840027
204,2021-08-11,512.400024
205,2021-08-12,510.720001
206,2021-08-13,515.919983
207,2021-08-16,517.919983
208,2021-08-17,518.909973
209,2021-08-18,521.869995
210,2021-08-19,543.710022
211,2021-08-20,546.880005
212,2021-08-23,553.330017
213,2021-08-24,553.409973
214,2021-08-25,547.580017
215,2021-08-26,550.119995
216,2021-08-27,558.919983
217,2021-08-30,566.179993
218,2021-08-31,569.190002
219,2021-09-01,582.070007
220,2021-09-02,588.549988
221,2021-09-03,590.530029
222,2021-09-07,606.710022
223,2021-09-08,606.049988
224,2021-09-09,597.539978
225,2021-09-10,598.719971
226,2021-09-13,589.289978
227,2021-09-14,577.76001
228,2021-09-15,582.869995
229,2021-09-16,586.5
230,2021-09-17,589.349976
231,2021-09-20,575.429993
232,2021-09-21,573.140015
233,2021-09-22,590.650024
234,2021-09-23,593.26001
235,2021-09-24,592.390015
236,2021-09-27,592.640015
237,2021-09-28,583.849976
238,2021-09-29,599.059998
239,2021-09-30,610.340027
240,2021-10-01,613.150024
241,2021-10-04,603.349976
242,2021-10-05,634.809998
243,2021-10-06,639.099976
244,2021-10-07,631.849976
245,2021-10-08,632.659973
246,2021-10-11,627.039978
247,2021-10-12,624.940002
248,2021-10-13,629.76001
249,2021-10-14,633.799988
250,2021-10-15,628.289978
251,2021-10-18,637.969971
252,2021-10-19,639.0
253,2021-10-20,625.140015
254,2021-10-21,653.159973
255,2021-10-22,664.780029
256,2021-10-25,671.659973
257,2021-10-26,668.52002
258,2021-10-27,662.919983
259,2021-10-28,674.049988
260,2021-10-29,690.309998
261,2021-11-01,681.169983
262,2021-11-02,677.719971
263,2021-11-03,688.289978
264,2021-11-04,668.400024
265,2021-11-05,645.719971
266,2021-11-08,651.450012
267,2021-11-09,655.98999
268,2021-11-10,646.909973
269,2021-11-11,657.580017
270,2021-11-12,682.609985
271,2021-11-15,679.330017
272,2021-11-16,687.400024
273,2021-11-17,691.690002
274,2021-11-18,682.02002
275,2021-11-19,678.799988
276,2021-11-22,659.200012
277,2021-11-23,654.059998
278,2021-11-24,658.289978
279,2021-11-26,665.640015
280,2021-11-29,663.840027
281,2021-11-30,641.900024
282,2021-12-01,617.77002
283,2021-12-02,616.469971
284,2021-12-03,602.130005
285,2021-12-06,612.690002
286,2021-12-07,625.580017
287,2021-12-08,628.080017
288,2021-12-09,611.0
289,2021-12-10,611.659973
290,2021-12-13,604.559998
291,2021-12-14,597.98999
292,2021-12-15,605.039978
293,2021-12-16,591.059998
294,2021-12-17,586.72998
295,2021-12-20,593.73999
296,2021-12-21,604.919983
297,2021-12-22,614.23999
298,2021-12-23,614.090027
299,2021-12-27,613.119995
300,2021-12-28,610.710022
301,2021-12-29,610.539978
302,2021-12-30,612.090027
303,2021-12-31,602.440002
304,2022-01-03,597.369995
305,2022-01-04,591.150024
306,2022-01-05,567.52002
307,2022-01-06,553.289978
308,2022-01-07,541.059998
309,2022-01-10,539.849976
310,2022-01-11,540.840027
311,2022-01-12,537.219971
312,2022-01-13,519.200012
313,2022-01-14,525.690002
314,2022-01-18,510.799988
315,2022-01-19,515.859985
316,2022-01-20,508.25
317,2022-01-21,397.5
318,2022-01-24,387.149994
319,2022-01-25,366.420013
320,2022-01-26,359.700012
321,2022-01-27,386.700012
322,2022-01-28,384.359985
323,2022-01-31,427.140015
324,2022-02-01,457.130005
325,2022-02-02,429.480011
326,2022-02-03,405.600006
327,2022-02-04,410.170013
328,2022-02-07,402.100006
329,2022-02-08,403.529999
330,2022-02-09,412.890015
331,2022-02-10,406.269989
332,2022-02-11,391.309998
333,2022-02-14,396.570007
334,2022-02-15,407.459991
335,2022-02-16,398.079987
336,2022-02-17,386.670013
337,2022-02-18,391.290009
338,2022-02-22,377.380005
339,2022-02-23,367.459991
340,2022-02-24,390.029999
341,2022-02-25,390.799988
342,2022-02-28,394.519989
343,2022-03-01,386.23999
344,2022-03-02,380.029999
345,2022-03-03,368.070007
346,2022-03-04,361.730011
347,2022-03-07,350.26001
348,2022-03-08,341.76001
349,2022-03-09,358.790009
350,2022-03-10,356.769989
351,2022-03-11,340.320007
352,2022-03-14,331.01001
353,2022-03-15,343.75
354,2022-03-16,357.529999
355,2022-03-17,371.399994
356,2022-03-18,380.600006
357,2022-03-21,374.589996
358,2022-03-22,382.920013
359,2022-03-23,374.48999
360,2022-03-24,375.709991
361,2022-03-25,373.850006
362,2022-03-28,378.51001
363,2022-03-29,391.820007
364,2022-03-30,381.470001
365,2022-03-31,374.589996
366,2022-04-01,373.470001
367,2022-04-04,391.5
368,2022-04-05,380.149994
369,2022-04-06,368.350006
370,2022-04-07,362.149994
371,2022-04-08,355.880005
372,2022-04-11,348.0
373,2022-04-12,344.100006
374,2022-04-13,350.429993
375,2022-04-14,341.130005
376,2022-04-18,337.859985
377,2022-04-19,348.609985
378,2022-04-20,226.190002
379,2022-04-21,218.220001
380,2022-04-22,215.520004
381,2022-04-25,209.910004
382,2022-04-26,198.399994
383,2022-04-27,188.539993
384,2022-04-28,199.520004
385,2022-04-29,190.360001
386,2022-05-02,199.460007
387,2022-05-03,199.869995
388,2022-05-04,204.009995
389,2022-05-05,188.320007
390,2022-05-06,180.970001
391,2022-05-09,173.100006
392,2022-05-10,177.660004
393,2022-05-11,166.369995
394,2022-05-12,174.309998
395,2022-05-13,187.639999
396,2022-05-16,186.509995
397,2022-05-17,190.559998
398,2022-05-18,177.190002
399,2022-05-19,183.479996
400,2022-05-20,186.350006
401,2022-05-23,187.440002
402,2022-05-24,180.339996
403,2022-05-25,187.830002
404,2022-05-26,191.399994
405,2022-05-27,195.190002
406,2022-05-31,197.440002
407,2022-06-01,192.910004
408,2022-06-02,205.089996
409,2022-06-03,198.979996
410,2022-06-06,197.139999
411,2022-06-07,198.610001
412,2022-06-08,202.830002
413,2022-06-09,192.770004
414,2022-06-10,182.940002
415,2022-06-13,169.690002
416,2022-06-14,167.539993
417,2022-06-15,180.110001
418,2022-06-16,173.350006
419,2022-06-17,175.509995
420,2022-06-21,170.910004
421,2022-06-22,178.889999
422,2022-06-23,181.710007
423,2022-06-24,190.850006
424,2022-06-27,189.139999
425,2022-06-28,179.600006
426,2022-06-29,178.360001
427,2022-06-30,174.869995
428,2022-07-01,179.949997
429,2022-07-05,185.880005
430,2022-07-06,184.059998
431,2022-07-07,189.270004
432,2022-07-08,186.979996
433,2022-07-11,177.339996
434,2022-07-12,174.449997
435,2022-07-13,176.559998
436,2022-07-14,174.779999
437,2022-07-15,189.110001
438,2022-07-18,190.919998
439,2022-07-19,201.630005
440,2022-07-20,216.440002
441,2022-07-21,223.880005
442,2022-07-22,220.440002
443,2022-07-25,218.509995
444,2022-07-26,213.910004
445,2022-07-27,226.75
446,2022-07-28,226.020004
447,2022-07-29,224.899994
448,2022-08-01,226.210007
449,2022-08-02,221.419998
450,2022-08-03,226.729996
451,2022-08-04,229.910004
452,2022-08-05,226.779999
453,2022-08-08,233.490005
454,2022-08-09,229.940002
455,2022-08-10,244.110001
456,2022-08-11,242.699997
457,2022-08-12,249.300003
458,2022-08-15,249.110001
459,2022-08-16,245.690002
460,2022-08-17,241.149994
461,2022-08-18,245.169998
462,2022-08-19,241.160004
463,2022-08-22,226.539993
464,2022-08-23,224.550003
465,2022-08-24,229.610001
466,2022-08-25,233.979996
467,2022-08-26,223.279999
468,2022-08-29,224.570007
469,2022-08-30,220.649994
470,2022-08-31,223.559998
471,2022-09-01,230.039993
472,2022-09-02,226.110001
473,2022-09-06,218.389999
474,2022-09-07,228.960007
475,2022-09-08,227.440002
476,2022-09-09,233.570007
477,2022-09-12,236.529999
478,2022-09-13,218.130005
479,2022-09-14,224.119995
480,2022-09-15,235.380005
481,2022-09-16,240.130005
482,2022-09-19,243.630005
483,2022-09-20,242.850006
484,2022-09-21,236.869995
485,2022-09-22,237.050003
486,2022-09-23,226.410004
487,2022-09-26,224.070007
488,2022-09-27,224.360001
489,2022-09-28,245.199997
490,2022-09-29,239.710007
491,2022-09-30,235.440002
492,2022-10-03,239.039993
493,2022-10-04,240.740005
494,2022-10-05,236.729996
495,2022-10-06,240.020004
496,2022-10-07,224.75
497,2022-10-10,229.979996
498,2022-10-11,214.289993
499,2022-10-12,220.869995
500,2022-10-13,232.509995
501,2022-10-14,230.0
502,2022-10-17,245.100006
503,2022-10-18,240.860001
504,2022-10-19,272.380005
505,2022-10-20,268.160004
506,2022-10-21,289.570007
507,2022-10-24,282.450012
508,2022-10-25,291.019989
509,2022-10-26,298.619995
510,2022-10-27,296.940002
511,2022-10-28,295.720001
512,2022-10-31,291.880005
513,2022-11-01,286.75
514,2022-11-02,273.0
515,2022-11-03,269.059998
516,2022-11-04,260.790009
517,2022-11-07,258.600006
518,2022-11-08,263.459991
519,2022-11-09,254.660004
520,2022-11-10,274.970001
521,2022-11-11,290.130005
522,2022-11-14,299.269989
523,2022-11-15,310.200012
524,2022-11-16,306.019989
525,2022-11-17,295.279999
526,2022-11-18,287.980011
527,2022-11-21,285.049988
528,2022-11-22,286.690002
529,2022-11-23,291.5
530,2022-11-25,285.540009
531,2022-11-28,281.170013
532,2022-11-29,280.959991
533,2022-11-30,305.529999
534,2022-12-01,316.950012
535,2022-12-02,320.410004
536,2022-12-05,312.589996
537,2022-12-06,305.559998
538,2022-12-07,308.420013
539,2022-12-08,310.26001
540,2022-12-09,320.01001
541,2022-12-12,315.179993
542,2022-12-13,320.339996
543,2022-12-14,317.829987
544,2022-12-15,290.410004
545,2022-12-16,290.709991
546,2022-12-19,288.299988
547,2022-12-20,288.190002
548,2022-12-21,297.959991
549,2022-12-22,297.75
550,2022-12-23,294.959991
551,2022-12-27,284.170013
552,2022-12-28,276.880005
553,2022-12-29,291.119995
554,2022-12-30,294.880005
555,2023-01-03,294.950012
556,2023-01-04,309.410004
557,2023-01-05,309.700012
558,2023-01-06,315.549988
559,2023-01-09,315.170013
560,2023-01-10,327.540009
561,2023-01-11,327.26001
562,2023-01-12,330.130005
563,2023-01-13,332.820007
564,2023-01-17,326.220001
565,2023-01-18,326.329987
566,2023-01-19,315.779999
567,2023-01-20,342.5
568,2023-01-23,357.420013
569,2023-01-24,363.829987
570,2023-01-25,367.959991
571,2023-01-26,364.869995
572,2023-01-27,360.769989
573,2023-01-30,353.109985
574,2023-01-31,353.859985
575,2023-02-01,361.98999
576,2023-02-02,366.890015
577,2023-02-03,365.899994
578,2023-02-06,361.480011
579,2023-02-07,362.950012
580,2023-02-08,366.829987
581,2023-02-09,362.5
582,2023-02-10,347.359985
583,2023-02-13,358.570007
584,2023-02-14,359.959991
585,2023-02-15,361.420013
586,2023-02-16,350.709991
587,2023-02-17,347.959991
588,2023-02-21,337.5
589,2023-02-22,334.880005
590,2023-02-23,323.649994
591,2023-02-24,317.149994
592,2023-02-27,323.029999
593,2023-02-28,322.130005
594,2023-03-01,313.480011
595,2023-03-02,311.880005
596,2023-03-03,315.179993
597,2023-03-06,312.029999
598,2023-03-07,308.470001
599,2023-03-08,311.790009
600,2023-03-09,297.779999
601,2023-03-10,292.76001
602,2023-03-13,293.51001
603,2023-03-14,294.940002
604,2023-03-15,303.790009
605,2023-03-16,310.059998
606,2023-03-17,303.5
607,2023-03-20,305.130005
608,2023-03-21,305.790009
609,2023-03-22,293.899994
610,2023-03-23,320.369995
611,2023-03-24,328.390015
612,2023-03-27,327.660004
613,2023-03-28,323.519989
614,2023-03-29,332.029999
615,2023-03-30,338.429993
616,2023-03-31,345.480011
617,2023-04-03,348.279999
618,2023-04-04,346.75
619,2023-04-05,342.350006
620,2023-04-06,339.329987
621,2023-04-10,338.98999
622,2023-04-11,338.209991
623,2023-04-12,331.029999
624,2023-04-13,346.190002
625,2023-04-14,338.630005
626,2023-04-17,332.720001
627,2023-04-18,333.700012
628,2023-04-19,323.119995
629,2023-04-20,325.350006
630,2023-04-21,327.980011
631,2023-04-24,329.019989
632,2023-04-25,322.549988
633,2023-04-26,321.149994
634,2023-04-27,325.850006
635,2023-04-28,329.929993
636,2023-05-01,324.119995
637,2023-05-02,317.549988
638,2023-05-03,319.299988
639,2023-05-04,320.779999
640,2023-05-05,322.76001
641,2023-05-08,331.209991
642,2023-05-09,332.140015
643,2023-05-10,335.420013
644,2023-05-11,344.76001
645,2023-05-12,339.890015
646,2023-05-15,335.890015
647,2023-05-16,333.75
648,2023-05-17,339.959991
649,2023-05-18,371.290009
650,2023-05-19,365.359985
651,2023-05-22,363.01001
652,2023-05-23,355.98999
653,2023-05-24,364.850006
654,2023-05-25,359.0
655,2023-05-26,378.880005
656,2023-05-30,392.980011
657,2023-05-31,395.230011
658,2023-06-01,403.130005
659,2023-06-02,400.470001
660,2023-06-05,403.540009
661,2023-06-06,399.290009
662,2023-06-07,399.769989
663,2023-06-08,409.369995
664,2023-06-09,420.019989
665,2023-06-12,423.970001
666,2023-06-13,435.730011
667,2023-06-14,440.859985
668,2023-06-15,445.269989
669,2023-06-16,431.959991
670,2023-06-20,434.700012
671,2023-06-21,424.450012
672,2023-06-22,422.480011
673,2023-06-23,424.019989
674,2023-06-26,415.940002
675,2023-06-27,417.079987
676,2023-06-28,429.839996
677,2023-06-29,428.23999
678,2023-06-30,440.48999
679,2023-07-03,441.440002
680,2023-07-05,445.899994
681,2023-07-06,438.839996
682,2023-07-07,438.100006
683,2023-07-10,441.709991
684,2023-07-11,440.209991
685,2023-07-12,444.049988
686,2023-07-13,450.380005
687,2023-07-14,441.910004
688,2023-07-17,450.049988
689,2023-07-18,474.799988
690,2023-07-19,477.589996
691,2023-07-20,437.420013
692,2023-07-21,427.5
693,2023-07-24,428.369995
694,2023-07-25,427.700012
695,2023-07-26,422.670013
696,2023-07-27,413.170013
697,2023-07-28,425.779999
698,2023-07-31,438.970001
699,2023-08-01,438.619995
700,2023-08-02,429.700012
701,2023-08-03,431.0
702,2023-08-04,431.600006
703,2023-08-07,440.76001
704,2023-08-08,438.299988
705,2023-08-09,428.899994
706,2023-08-10,429.980011
707,2023-08-11,421.660004
708,2023-08-14,427.779999
709,2023-08-15,423.700012
710,2023-08-16,415.450012
711,2023-08-17,403.0
712,2023-08-18,404.529999
713,2023-08-21,408.290009
714,2023-08-22,413.170013
715,2023-08-23,427.549988
716,2023-08-24,406.929993
717,2023-08-25,416.029999
718,2023-08-28,418.059998
719,2023-08-29,429.98999
720,2023-08-30,434.670013
721,2023-08-31,433.679993
722,2023-09-01,439.880005
723,2023-09-05,448.679993
724,2023-09-06,445.76001
725,2023-09-07,443.140015
726,2023-09-08,442.799988
727,2023-09-11,445.359985
728,2023-09-12,434.690002
729,2023-09-13,412.23999
730,2023-09-14,400.48999
731,2023-09-15,396.940002
732,2023-09-18,394.399994
733,2023-09-19,396.200012
734,2023-09-20,386.299988
735,2023-09-21,384.149994
736,2023-09-22,379.809998
737,2023-09-25,384.799988
738,2023-09-26,379.25
739,2023-09-27,377.589996
740,2023-09-28,376.359985
741,2023-09-29,377.600006
742,2023-10-02,380.329987
743,2023-10-03,376.75
744,2023-10-04,376.899994
745,2023-10-05,372.589996
746,2023-10-06,381.51001
747,2023-10-09,385.950012
748,2023-10-10,373.320007
749,2023-10-11,365.929993
750,2023-10-12,361.200012
751,2023-10-13,355.679993
752,2023-10-16,360.820007
753,2023-10-17,357.6787414550781
754,2023-10-18,356.0426025390625
755,2023-10-19,355.11199951171875
756,2023-10-20,354.3075256347656
757,2023-10-21,352.9028015136719
758,2023-10-22,351.7481994628906
759,2023-10-23,350.6383056640625
760,2023-10-24,349.4813537597656
761,2023-10-25,348.298828125
762,2023-10-26,347.1441955566406
763,2023-10-27,345.9869079589844
764,2023-10-28,344.8246765136719
765,2023-10-29,343.664306640625
766,2023-10-30,342.5077819824219
767,2023-10-31,341.3526306152344
768,2023-11-01,340.20001220703125
769,2023-11-02,339.0511474609375
770,2023-11-03,337.9063415527344
771,2023-11-04,336.7659606933594
772,2023-11-05,335.6306457519531
773,2023-11-06,334.5009765625
774,2023-11-07,333.3774719238281
775,2023-11-08,332.26055908203125
776,2023-11-09,331.1507873535156
777,2023-11-10,330.04864501953125
778,2023-11-11,328.95458984375
779,2023-11-12,327.8690490722656
780,2023-11-13,326.79248046875
781,2023-11-14,325.7253723144531
782,2023-11-15,324.66802978515625
783,2023-11-16,323.620361328125
784,2023-11-17,322.58270263671875
785,2023-11-18,321.5556335449219
786,2023-11-19,320.5394592285156
787,2023-11-20,319.534423828125
788,2023-11-21,318.5408630371094
789,2023-11-22,317.55914306640625
790,2023-11-23,316.58941650390625
791,2023-11-24,315.6319885253906
792,2023-11-25,314.6871337890625
793,2023-11-26,313.7549743652344
794,2023-11-27,312.7768249511719
795,2023-11-28,311.7916259765625
796,2023-11-29,310.79803466796875
797,2023-11-30,309.7921447753906
798,2023-12-01,308.7699890136719
799,2023-12-02,307.7369384765625
800,2023-12-03,306.69232177734375
801,2023-12-04,305.6357116699219
802,2023-12-05,304.56732177734375
803,2023-12-06,303.488037109375
804,2023-12-07,302.39794921875
805,2023-12-08,301.29736328125
806,2023-12-09,300.1867370605469
807,2023-12-10,299.06640625
808,2023-12-11,297.9367980957031
809,2023-12-12,296.79833984375
810,2023-12-13,295.6514587402344
811,2023-12-14,294.49664306640625
812,2023-12-15,293.3342590332031
813,2023-12-16,292.1649169921875
814,2023-12-17,290.9889831542969
815,2023-12-18,289.8070373535156
816,2023-12-19,288.61956787109375
817,2023-12-20,287.4270935058594
818,2023-12-21,286.2301940917969
819,2023-12-22,285.0293273925781
820,2023-12-23,283.8251037597656
821,2023-12-24,282.6180725097656
822,2023-12-25,281.4088134765625
823,2023-12-26,280.1978759765625
824,2023-12-27,278.9857482910156
825,2023-12-28,277.77313232421875
826,2023-12-29,276.560546875
827,2023-12-30,275.3485412597656
828,2023-12-31,274.1376953125
829,2024-01-01,272.9286193847656
830,2024-01-02,271.7218322753906
831,2024-01-03,270.5179443359375
832,2024-01-04,269.3174743652344
833,2024-01-05,268.1209716796875
834,2024-01-06,266.92901611328125
835,2024-01-07,265.74212646484375
836,2024-01-08,264.560791015625
837,2024-01-09,263.3855895996094
838,2024-01-10,262.21697998046875
839,2024-01-11,261.05548095703125
840,2024-01-12,259.9015808105469
841,2024-01-13,258.7557373046875
842,2024-01-14,257.618408203125
843,2024-01-15,256.49005126953125
844,2024-01-16,255.37103271484375
845,2024-01-17,254.26182556152344
846,2024-01-18,253.16278076171875
847,2024-01-19,252.0742950439453
848,2024-01-20,250.9967498779297
849,2024-01-21,249.93045043945312
850,2024-01-22,248.87571716308594
851,2024-01-23,247.8328857421875
852,2024-01-24,246.80224609375
853,2024-01-25,245.78404235839844
854,2024-01-26,244.77853393554688
855,2024-01-27,243.7859649658203
856,2024-01-28,242.80654907226562
857,2024-01-29,241.8404998779297
858,2024-01-30,240.88795471191406
859,2024-01-31,239.9491424560547
860,2024-02-01,239.02415466308594
861,2024-02-02,238.1131134033203
862,2024-02-03,237.21617126464844
863,2024-02-04,236.33340454101562
864,2024-02-05,235.4648895263672
865,2024-02-06,234.61070251464844
866,2024-02-07,233.77085876464844
867,2024-02-08,232.94541931152344
868,2024-02-09,232.1343994140625
869,2024-02-10,231.33779907226562
870,2024-02-11,230.5555877685547
871,2024-02-12,229.78778076171875
872,2024-02-13,229.03431701660156
873,2024-02-14,228.29515075683594
874,2024-02-15,227.5702362060547
875,2024-02-16,226.85948181152344
876,2024-02-17,226.162841796875
877,2024-02-18,225.48016357421875
878,2024-02-19,224.81141662597656
879,2024-02-20,224.15643310546875
880,2024-02-21,223.51513671875
881,2024-02-22,222.88739013671875
882,2024-02-23,222.27304077148438
883,2024-02-24,221.6719512939453
884,2024-02-25,221.08399963378906
885,2024-02-26,220.50901794433594
886,2024-02-27,219.9468536376953
887,2024-02-28,219.39735412597656
888,2024-02-29,218.86032104492188
889,2024-03-01,218.33560180664062
890,2024-03-02,217.82302856445312
891,2024-03-03,217.32240295410156
892,2024-03-04,216.8335723876953
893,2024-03-05,216.3563232421875
894,2024-03-06,215.89047241210938
895,2024-03-07,215.4358367919922
896,2024-03-08,214.9922332763672
897,2024-03-09,214.55946350097656
898,2024-03-10,214.1373291015625
899,2024-03-11,213.7256622314453
900,2024-03-12,213.32423400878906
901,2024-03-13,212.93289184570312
902,2024-03-14,212.5513916015625
903,2024-03-15,212.17958068847656
904,2024-03-16,211.8172607421875
905,2024-03-17,211.4642333984375
906,2024-03-18,211.1203155517578
907,2024-03-19,210.78530883789062
908,2024-03-20,210.4590301513672
909,2024-03-21,210.14129638671875
910,2024-03-22,209.83193969726562
911,2024-03-23,209.5307159423828
912,2024-03-24,209.2375030517578
913,2024-03-25,208.95211791992188
914,2024-03-26,208.6743621826172
915,2024-03-27,208.40406799316406
916,2024-03-28,208.1410675048828
917,2024-03-29,207.8852081298828
918,2024-03-30,207.63626098632812
919,2024-03-31,207.39413452148438
920,2024-04-01,207.15863037109375
921,2024-04-02,206.92958068847656
922,2024-04-03,206.70684814453125
923,2024-04-04,206.4902801513672
924,2024-04-05,206.27969360351562
925,2024-04-06,206.07498168945312
926,2024-04-07,205.87594604492188
927,2024-04-08,205.68251037597656
928,2024-04-09,205.49447631835938
929,2024-04-10,205.31173706054688
930,2024-04-11,205.1341552734375
931,2024-04-12,204.96156311035156
932,2024-04-13,204.79385375976562
933,2024-04-14,204.63092041015625
934,2024-04-15,204.47262573242188
935,2024-04-16,204.31883239746094
936,2024-04-17,204.16941833496094
937,2024-04-18,204.0242919921875
938,2024-04-19,203.88331604003906
939,2024-04-20,203.7464141845703
940,2024-04-21,203.61343383789062
941,2024-04-22,203.48428344726562
942,2024-04-23,203.35887145996094
943,2024-04-24,203.23707580566406
944,2024-04-25,203.1188201904297
945,2024-04-26,203.00399780273438
946,2024-04-27,202.8925323486328
947,2024-04-28,202.78427124023438
948,2024-04-29,202.67918395996094
949,2024-04-30,202.57717895507812
950,2024-05-01,202.47813415527344
951,2024-05-02,202.38198852539062
952,2024-05-03,202.28866577148438
953,2024-05-04,202.19808959960938
954,2024-05-05,202.11016845703125
955,2024-05-06,202.0248260498047
956,2024-05-07,201.94200134277344
957,2024-05-08,201.86160278320312
